hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
hanging_exp_mug_59,Hook_bar,1,0,0,0,0,44
